Date,Air Temp Max (C),Air Temp Min (C),Air Temp Mean (C),24-hour Total Precip (mm),Season Total Precip (mm),% of Precip as Snow,% of Precip as Rain,New Snow (cm),Season Total Snow (cm),Snowpack depth (cm),Snow Water Equivalent (cm),Remarks
1978-05-15,1.665,-5.55,-1.9425,22.86,1715.638,,,3.81,1163.31,131.3688,63.5,
1978-05-16,8.325,-1.11,3.6075,0,1715.638,,,6.35,1169.66,137.16,64.6176,
1978-05-17,12.765,0.555,6.66,0,1715.638,,,0,1169.66,128.6256,63.3984,
1978-05-18,14.43,-1.11,6.66,0,1715.638,,,0,1169.66,120.0912,62.0268,
1978-05-19,14.43,-1.11,6.66,0,1715.638,,,0,1169.66,111.252,54.5592,
1978-05-20,15.54,-1.665,6.9375,0,1715.638,,,0,1169.66,--,--,
1978-05-21,14.43,-1.11,6.66,0,1715.638,,,0,1169.66,--,--,
1978-05-22,10.545,-1.11,4.7175,0,1715.638,,,0,1169.66,85.9536,41.148,
1978-05-23,1.665,-2.775,-0.555,11.176,1726.814,,,0,1169.66,82.6008,40.8178,
1978-05-24,2.22,-3.33,-0.555,4.318,1731.132,,,8.89,1178.55,94.1832,43.2308,
1978-05-25,6.66,-3.885,1.3875,0,1731.132,,,T,1178.55,90.2208,43.0022,
1978-05-26,11.1,-2.775,4.1625,0,1731.132,,,0,1178.55,82.6008,40.2844,
1978-05-27,16.095,-1.11,7.4925,0,1731.132,,,0,1178.55,--,--,
1978-05-28,18.315,0,9.1575,0,1731.132,,,0,1178.55,--,--,
1978-05-29,17.76,0.555,9.1575,0,1731.132,,,0,1178.55,--,--,
1978-05-30,16.65,0,8.325,0,1731.132,,,0,1178.55,42.672,18.1864,
1978-05-31,16.65,0.555,8.6025,0,1731.132,,,0,1178.55,38.1,18.2372,
1978-06-01,14.43,0,7.215,0,1731,--,--,0,1178.6,27.7368,12.6492,
1978-06-02,16.65,-0.555,8.0475,0,1731,,,0,1178.6,21.0312,9.3726,
1978-06-03,16.65,1.11,8.88,0,1731,,,0,1178.6,--,--,
1978-06-04,18.87,1.11,9.99,0,1731,,,0,1178.6,--,--,
1978-06-05,20.535,1.665,11.1,0,1731,,,0,1178.6,0,0,
1978-06-06,22.2,2.22,12.21,0,1731,,,0,1178.6,0,0,
1978-06-07,20.535,1.665,11.1,0,1731,,,0,1178.6,0,0,
1978-06-08,23.31,1.11,12.21,0,1731,,,0,1178.6,0,0,
1978-06-09,17.205,2.22,9.7125,0,1731,,,0,1178.6,0,0,
1978-06-10,12.21,1.11,6.66,0,1731,,,0,1178.6,0,0,
1978-06-11,18.87,1.11,9.99,0,1731,,,0,1178.6,0,0,
1978-06-12,16.65,2.775,9.7125,0,1731,,,0,1178.6,0,0,
1978-06-13,14.43,5.55,9.99,0,1731,,,0,1178.6,0,0,
1978-06-14,13.32,-1.665,5.8275,0,1731,,,0,1178.6,0,0,
1978-06-15,13.32,-2.22,5.55,0,1731,,,0,1178.6,0,0,
1978-06-16,16.65,-1.665,7.4925,0,1731,,,0,1178.6,0,0,
1978-06-17,19.425,1.665,10.545,0,1731,,,0,1178.6,0,0,
1978-06-18,15.54,0,7.77,0,1731,,,0,1178.6,0,0,
1978-06-19,19.98,-1.11,9.435,0,1731,,,0,1178.6,0,0,
1978-06-20,18.315,1.665,9.99,0,1731,,,0,1178.6,0,0,
1978-06-21,18.315,1.11,9.7125,0,1731,,,0,1178.6,0,0,
1978-06-22,17.76,0,8.88,0,1731,,,0,1178.6,0,0,
1978-06-23,16.095,4.995,10.545,0,1731,,,0,1178.6,0,0,
1978-06-24,12.765,-1.11,5.8275,0,1731,,,0,1178.6,0,0,
1978-06-25,16.095,-2.22,6.9375,0,1731,,,0,1178.6,0,0,
1978-06-26,14.43,4.995,9.7125,0.762,1731.762,,,0,1178.6,0,0,
1978-06-27,12.765,1.665,7.215,11.43,1743.192,,,0,1178.6,0,0,
1978-06-28,11.1,1.11,6.105,0.254,1743.446,,,0,1178.6,0,0,
1978-06-29,16.095,1.665,8.88,0,1743.446,,,0,1178.6,0,0,
1978-06-30,17.205,2.22,9.7125,0,1743.446,,,0,1178.6,0,0,
1978-07-01,16.095,3.33,9.7125,0,1743,--,--,0,1178.6,0,0,
1978-07-02,13.32,3.33,8.325,0,1743,,,0,1178.6,0,0,
1978-07-03,12.21,0.555,6.3825,0,1743,,,0,1178.6,0,0,
1978-07-04,16.65,1.665,9.1575,0,1743,,,0,1178.6,0,0,
1978-07-05,19.425,3.885,11.655,0,1743,,,0,1178.6,0,0,
1978-07-06,22.755,6.105,14.43,5.334,1748.334,,,0,1178.6,0,0,
1978-07-07,18.315,4.995,11.655,0,1748.334,,,0,1178.6,0,0,
1978-07-08,22.2,4.995,13.5975,0,1748.334,,,0,1178.6,0,0,
1978-07-09,21.645,6.66,14.1525,0,1748.334,,,0,1178.6,0,0,
1978-07-10,24.42,5.55,14.985,0,1748.334,,,0,1178.6,0,0,
1978-07-11,18.87,6.66,12.765,0,1748.334,,,0,1178.6,0,0,
1978-07-12,20.535,3.885,12.21,0,1748.334,,,0,1178.6,0,0,
1978-07-13,24.42,6.66,15.54,0,1748.334,,,0,1178.6,0,0,
1978-07-14,23.865,7.77,15.8175,0,1748.334,,,0,1178.6,0,0,
1978-07-15,21.645,4.44,13.0425,0,1748.334,,,0,1178.6,0,0,
1978-07-16,22.2,1.665,11.9325,0,1748.334,,,0,1178.6,0,0,
1978-07-17,25.53,7.77,16.65,0,1748.334,,,0,1178.6,0,0,
1978-07-18,23.865,5.55,14.7075,0,1748.334,,,0,1178.6,0,0,
1978-07-19,24.42,4.995,14.7075,0,1748.334,,,0,1178.6,0,0,
1978-07-20,24.42,4.995,14.7075,0,1748.334,,,0,1178.6,0,0,
1978-07-21,28.305,8.88,18.5925,0,1748.334,,,0,1178.6,0,0,
1978-07-22,27.75,8.325,18.0375,0,1748.334,,,0,1178.6,0,0,
1978-07-23,26.085,9.435,17.76,0,1748.334,,,0,1178.6,0,0,
1978-07-24,28.305,8.88,18.5925,0,1748.334,,,0,1178.6,0,0,
1978-07-25,28.305,10.545,19.425,0,1748.334,,,0,1178.6,0,0,
1978-07-26,23.865,10.545,17.205,0,1748.334,,,0,1178.6,0,0,
1978-07-27,24.42,8.88,16.65,0,1748.334,,,0,1178.6,0,0,
1978-07-28,23.865,7.77,15.8175,0,1748.334,,,0,1178.6,0,0,
1978-07-29,25.53,6.105,15.8175,0,1748.334,,,0,1178.6,0,0,
1978-07-30,27.75,7.77,17.76,0,1748.334,,,0,1178.6,0,0,
1978-07-31,27.75,7.77,17.76,0,1748.334,,,0,1178.6,0,0,
1978-08-01,26.64,7.77,17.205,0,1748,--,--,0,1178.6,0,0,
1978-08-02,28.305,7.215,17.76,0,1748,,,0,1178.6,0,0,
1978-08-03,29.97,9.99,19.98,0,1748,,,0,1178.6,0,0,
1978-08-04,29.415,12.765,21.09,0,1748,,,0,1178.6,0,0,
1978-08-05,28.86,11.1,19.98,0,1748,,,0,1178.6,0,0,
1978-08-06,30.525,11.655,21.09,0,1748,,,0,1178.6,0,0,
1978-08-07,29.415,13.32,21.3675,0,1748,,,0,1178.6,0,0,
1978-08-08,29.97,12.21,21.09,0,1748,,,0,1178.6,0,0,
1978-08-09,28.86,10.545,19.7025,0,1748,,,0,1178.6,0,0,
1978-08-10,26.085,9.99,18.0375,0,1748,,,0,1178.6,0,0,
1978-08-11,--,--,#VALUE!,0,1748,,,0,1178.6,0,0,
1978-08-12,--,--,#VALUE!,0,1748,,,0,1178.6,0,0,
1978-08-13,--,--,#VALUE!,0,1748,,,0,1178.6,0,0,
1978-08-14,22.2,6.66,14.43,0,1748,,,0,1178.6,0,0,
1978-08-15,19.98,4.44,12.21,0,1748,,,0,1178.6,0,0,
1978-08-16,16.65,2.22,9.435,0,1748,,,0,1178.6,0,0,
1978-08-17,17.76,0.555,9.1575,0,1748,,,0,1178.6,0,0,
1978-08-18,21.09,4.44,12.765,0,1748,,,0,1178.6,0,0,
1978-08-19,21.09,2.22,11.655,0,1748,,,0,1178.6,0,0,
1978-08-20,19.98,2.22,11.1,0,1748,,,0,1178.6,0,0,
1978-08-21,16.65,4.44,10.545,0,1748,,,0,1178.6,0,0,
1978-08-22,15.54,-1.11,7.215,0,1748,,,0,1178.6,0,0,
1978-08-23,15.54,2.22,8.88,0,1748,,,0,1178.6,0,0,
1978-08-24,16.095,3.33,9.7125,0,1748,,,0,1178.6,0,0,
1978-08-25,17.205,1.11,9.1575,0,1748,,,0,1178.6,0,0,
1978-08-26,17.76,1.11,9.435,0,1748,,,0,1178.6,0,0,
1978-08-27,22.755,2.22,12.4875,0,1748,,,0,1178.6,0,0,
1978-08-28,26.64,7.77,17.205,0,1748,,,0,1178.6,0,0,
1978-08-29,24.975,6.66,15.8175,0,1748,,,0,1178.6,0,0,
1978-08-30,19.98,4.995,12.4875,0,1748,,,0,1178.6,0,0,
1978-08-31,22.2,3.33,12.765,0,1748,,,0,1178.6,0,0,
1978-09-01,22.755,4.995,13.875,0,1748,--,--,0,1178.6,0,0,
1978-09-02,22.755,6.105,14.43,0,1748,,,0,1178.6,0,0,
1978-09-03,21.09,7.77,14.43,0,1748,,,0,1178.6,0,0,
1978-09-04,18.87,9.435,14.1525,7.366,1755.366,,,0,1178.6,0,0,
1978-09-05,9.435,5.55,7.4925,44.196,1799.562,,,0,1178.6,0,0,
1978-09-06,9.435,3.33,6.3825,5.08,1804.642,,,0,1178.6,0,0,
1978-09-07,8.88,-0.555,4.1625,3.81,1808.452,,,0,1178.6,0,0,
1978-09-08,17.205,-1.11,8.0475,0,1808.452,,,0,1178.6,0,0,
1978-09-09,7.215,0,3.6075,22.352,1830.804,,,0,1178.6,0,0,
1978-09-10,5.55,0,2.775,10.16,1840.964,,,0,1178.6,0,0,
1978-09-11,15.54,0,7.77,0,1840.964,,,0,1178.6,0,0,
1978-09-12,14.43,2.22,8.325,0,1840.964,,,0,1178.6,0,0,
1978-09-13,14.985,0,7.4925,2.286,1843.25,,,0,1178.6,0,0,
1978-09-14,11.1,3.33,7.215,1.016,1844.266,,,0,1178.6,0,0,
1978-09-15,18.87,2.775,10.8225,0,1844.266,,,0,1178.6,0,0,
1978-09-16,17.76,3.885,10.8225,0,1844.266,,,0,1178.6,0,0,
1978-09-17,9.99,-1.665,4.1625,0,1844.266,,,0,1178.6,0,0,
1978-09-18,7.215,0,3.6075,0,1844.266,,,0,1178.6,0,0,
1978-09-19,9.99,-2.22,3.885,0,1844.266,,,0,1178.6,0,0,
1978-09-20,16.65,-0.555,8.0475,0,1844.266,,,0,1178.6,0,0,
1978-09-21,15.54,-0.555,7.4925,0,1844.266,,,0,1178.6,0,0,
1978-09-22,20.535,0.555,10.545,0,1844.266,,,0,1178.6,0,0,
1978-09-23,24.42,3.885,14.1525,0,1844.266,,,0,1178.6,0,0,
1978-09-24,24.975,4.995,14.985,0,1844.266,,,0,1178.6,0,0,
1978-09-25,23.865,5.55,14.7075,0,1844.266,,,0,1178.6,0,0,
1978-09-26,21.09,5.55,13.32,0,1844.266,,,0,1178.6,0,0,
1978-09-27,20.535,3.885,12.21,0,1844.266,,,0,1178.6,0,0,
1978-09-28,21.645,3.885,12.765,0,1844.266,,,0,1178.6,0,0,
1978-09-29,23.31,6.105,14.7075,0,1844.266,,,0,1178.6,0,0,
1978-09-30,21.09,4.995,13.0425,0,1844.266,,,0,1178.6,0,0,
1978-10-01,21.645,4.44,13.0425,0,0,--,--,0,0,0,0,
1978-10-02,23.31,5.55,14.43,0,0,,,0,0,0,0,
1978-10-03,22.755,3.885,13.32,0,0,,,0,0,0,0,
1978-10-04,22.2,3.885,13.0425,0,0,,,0,0,0,0,
1978-10-05,21.09,3.33,12.21,0,0,,,0,0,0,0,
1978-10-06,19.425,3.33,11.3775,0,0,,,0,0,0,0,
1978-10-07,20.535,1.665,11.1,0,0,,,0,0,0,0,
1978-10-08,19.98,0.555,10.2675,0,0,,,0,0,0,0,
1978-10-09,18.87,3.33,11.1,0,0,,,0,0,0,0,
1978-10-10,20.535,1.665,11.1,0,0,,,0,0,0,0,
1978-10-11,22.2,2.775,12.4875,0,0,,,0,0,0,0,
1978-10-12,21.645,5.55,13.5975,0,0,,,0,0,0,0,
1978-10-13,22.755,7.215,14.985,0,0,,,0,0,0,0,
1978-10-14,22.2,3.885,13.0425,0,0,,,0,0,0,0,
1978-10-15,18.315,2.775,10.545,0,0,,,0,0,0,0,
1978-10-16,15.54,0.555,8.0475,0,0,,,0,0,0,0,
1978-10-17,17.76,3.885,10.8225,0,0,,,0,0,0,0,
1978-10-18,19.425,1.665,10.545,0,0,,,0,0,0,0,
1978-10-19,15.54,0.555,8.0475,0,0,,,0,0,0,0,
1978-10-20,14.985,-1.11,6.9375,0,0,,,0,0,0,0,
1978-10-21,15.54,-1.665,6.9375,0,0,,,0,0,0,0,
1978-10-22,14.43,1.11,7.77,0,0,,,0,0,0,0,
1978-10-23,17.76,2.22,9.99,0,0,,,0,0,0,0,
1978-10-24,16.65,1.11,8.88,0,0,,,0,0,0,0,
1978-10-25,17.76,0,8.88,0,0,,,0,0,0,0,
1978-10-26,17.76,-1.11,8.325,0,0,,,0,0,0,0,
1978-10-27,17.76,-1.11,8.325,0,0,,,0,0,0,0,
1978-10-28,15.54,-0.555,7.4925,0,0,,,0,0,0,0,
1978-10-29,11.1,-1.11,4.995,0,0,,,0,0,0,0,
1978-10-30,0,-5.55,-2.775,0.762,0.762,,,T,T,0,0,
1978-10-31,0,-3.885,-1.9425,2.794,3.556,,,T,T,0,0,
1978-11-01,3.33,-3.33,0,3.556,8,--,--,2.54,2.5,2.54,--,
1978-11-02,8.325,-2.22,3.0525,0.762,8.762,,,5.08,7.58,5.08,--,
1978-11-03,14.985,-0.555,7.215,0,8.762,,,0,7.58,0,0,
1978-11-04,14.43,-1.665,6.3825,0,8.762,,,0,7.58,0,0,
1978-11-05,13.32,-2.22,5.55,0,8.762,,,0,7.58,0,0,
1978-11-06,18.87,-1.11,8.88,0,8.762,,,0,7.58,0,0,
1978-11-07,19.98,-1.11,9.435,0,8.762,,,0,7.58,0,0,
1978-11-08,18.87,-1.11,8.88,0,8.762,,,0,7.58,0,0,
1978-11-09,9.435,-0.555,4.44,0,8.762,,,0,7.58,0,0,
1978-11-10,-4.995,-10.545,-7.77,8.89,17.652,,,--,7.58,--,--,
1978-11-11,-5.55,-13.32,-9.435,3.556,21.208,,,--,7.58,--,--,
1978-11-12,-6.66,-13.32,-9.99,19.812,41.02,,,--,7.58,--,--,
1978-11-13,0,-8.325,-4.1625,10.668,51.688,,,48.26,55.84,78.74,3.81,approx.
1978-11-14,1.11,-11.655,-5.2725,0,51.688,,,0,55.84,36.83,--,
1978-11-15,6.66,-12.765,-3.0525,0,51.688,,,0,55.84,29.21,--,
1978-11-16,3.885,-5.55,-0.8325,0.762,52.45,,,0,55.84,24.13,--,
1978-11-17,9.99,-6.105,1.9425,0,52.45,,,0,55.84,19.05,--,
1978-11-18,9.99,-7.77,1.11,0,52.45,,,0,55.84,--,--,
1978-11-19,1.11,-2.22,-0.555,13.462,65.912,,,0,55.84,--,--,
1978-11-20,0,-2.22,-1.11,15.24,81.152,,,34.29,90.13,62.23,5.08,
1978-11-21,-1.11,-5.55,-3.33,19.558,100.71,,,27.94,118.07,114.3,8.89,
1978-11-22,1.11,-7.77,-3.33,4.572,105.282,,,3.81,121.88,110.49,8.1788,
1978-11-23,3.33,-11.1,-3.885,0,105.282,,,0,121.88,54.61,--,
1978-11-24,1.11,-8.88,-3.885,0,105.282,,,0,121.88,53.34,--,
1978-11-25,3.885,-10.545,-3.33,0,105.282,,,0,121.88,--,--,
1978-11-26,3.33,-11.1,-3.885,0,105.282,,,0,121.88,--,--,
1978-11-27,2.775,-6.66,-1.9425,0,105.282,,,0,121.88,40.64,7.7978,
1978-11-28,8.88,-7.77,0.555,0,105.282,,,0,121.88,38.1,--,
1978-11-29,4.44,0,2.22,2.286,107.568,,,0,121.88,30.48,--,
1978-11-30,4.44,-2.22,1.11,5.842,113.41,,,0,121.88,24.13,--,
1978-12-01,0,-6.66,-3.33,18.542,132,--,--,13.97,135.9,36.2712,8.5344,
1978-12-02,-0.555,-9.99,-5.2725,0,132,,,0,135.9,--,--,
1978-12-03,5.55,-12.21,-3.33,0,132,,,0,135.9,--,--,
1978-12-04,7.77,-6.105,0.8325,6.096,138.096,,,0,135.9,31.6992,7.874,
1978-12-05,-1.11,-13.32,-7.215,1.778,139.874,,,3.81,139.71,30.48,7.8994,
1978-12-06,-8.88,-14.985,-11.9325,0.508,140.382,,,1.27,140.98,30.48,8.1788,
1978-12-07,-9.435,-16.095,-12.765,0,140.382,,,0,140.98,30.48,8.1788,
1978-12-08,0.555,-17.205,-8.325,0,140.382,,,0,140.98,30.48,7.9502,
1978-12-09,4.995,-9.435,-2.22,0,140.382,,,0,140.98,--,--,
1978-12-10,7.77,-4.995,1.3875,0,140.382,,,0,140.98,--,--,
1978-12-11,6.105,-5.55,0.2775,0,140.382,,,0,140.98,29.21,7.747,
1978-12-12,1.665,-4.44,-1.3875,0,140.382,,,0,140.98,27.94,7.7724,
1978-12-13,7.77,-5.55,1.11,0,140.382,,,0,140.98,27.94,7.7724,
1978-12-14,7.215,-7.77,-0.2775,0,140.382,,,0,140.98,27.94,7.7724,
1978-12-15,3.33,-8.88,-2.775,0,140.382,,,0,140.98,27.94,7.9756,
1978-12-16,4.44,-11.655,-3.6075,1.778,142.16,,,0,140.98,27.94,--,
1978-12-17,-2.775,-6.105,-4.44,52.324,194.484,,,20.32,161.3,48.26,--,
1978-12-18,-4.995,-12.765,-8.88,9.652,204.136,,,54.61,215.91,90.8304,14.986,
1978-12-19,-2.22,-17.205,-9.7125,0,204.136,,,0,215.91,84.7344,15.3162,
1978-12-20,3.885,-16.65,-6.3825,0,204.136,,,0,215.91,78.6384,15.494,
1978-12-21,3.885,-11.1,-3.6075,0,204.136,,,0,215.91,73.7616,15.0622,
1978-12-22,6.105,-12.21,-3.0525,0,204.136,,,0,215.91,69.4944,14.9352,
1978-12-23,4.44,-9.435,-2.4975,0,204.136,,,0,215.91,--,--,
1978-12-24,7.215,-7.215,0,0,204.136,,,0,215.91,--,--,
1978-12-25,8.325,-7.77,0.2775,0,204.136,,,0,215.91,--,--,
1978-12-26,7.77,-8.88,-0.555,0,204.136,,,0,215.91,60.6552,14.7574,
1978-12-27,1.665,-6.66,-2.4975,0,204.136,,,T,215.91,58.8264,14.5288,
1978-12-28,2.775,-8.325,-2.775,0,204.136,,,0,215.91,58.5216,14.4526,
1978-12-29,2.22,-14.43,-6.105,0,204.136,,,0,215.91,58.2168,14.3764,
1978-12-30,-1.11,-14.985,-8.0475,0,204.136,,,0,215.91,57.15,--,
1978-12-31,1.665,-14.43,-6.3825,0,204.136,,,0,215.91,57.15,--,
1979-01-01,1.665,-13.32,-5.8275,0,204,--,--,0,215.9,56.388,14.1732,
1979-01-02,6.105,-10.545,-2.22,0,204,,,0,215.9,56.388,14.1732,
1979-01-03,7.77,-4.995,1.3875,4.318,208.318,,,0,215.9,56.9976,14.2748,
1979-01-04,4.995,-4.44,0.2775,3.302,211.62,,,5.08,220.98,61.2648,15.24,
1979-01-05,-1.665,-5.55,-3.6075,1.778,213.398,,,2.54,223.52,57.3024,15.0368,
1979-01-06,3.33,-7.77,-2.22,0,213.398,,,0,223.52,57.3024,--,
1979-01-07,0,-6.105,-3.0525,7.874,221.272,,,0,223.52,56.9976,14.986,
1979-01-08,1.11,-2.22,-0.555,22.86,244.132,,,22.86,246.38,147.7264,16.383,
1979-01-09,2.775,-4.44,-0.8325,7.112,251.244,,,10.16,256.54,83.82,18.2372,
1979-01-10,1.11,-2.775,-0.8325,26.67,277.914,,,T,256.54,77.47,18.542,
1979-01-11,1.665,-1.11,0.2775,73.406,351.32,,,0,256.54,71.12,20.2946,
1979-01-12,0,-9.99,-4.995,18.288,369.608,,,20.32,276.86,87.63,22.0726,
1979-01-13,-0.555,-12.21,-6.3825,0.762,370.37,,,5.08,281.94,85.09,22.1996,
1979-01-14,-3.33,-4.995,-4.1625,43.434,413.804,,,31.75,313.69,228.6,--,
1979-01-15,-2.775,-11.655,-7.215,25.146,438.95,,,45.72,359.41,154.94,29.6418,
1979-01-16,0,-12.21,-6.105,0.254,439.204,,,5.08,364.49,143.8656,29.9974,
1979-01-17,0,-11.1,-5.55,0,439.204,,,0,364.49,135.9408,29.9466,
1979-01-18,-0.555,-7.215,-3.885,0,439.204,,,2.54,367.03,130.7592,29.7434,
1979-01-19,2.22,-12.21,-4.995,0,439.204,,,0,367.03,126.1872,29.9974,
1979-01-20,5.55,-8.325,-1.3875,0,439.204,,,0,367.03,122.2248,29.6672,
1979-01-21,4.44,-9.99,-2.775,0,439.204,,,0,367.03,118.872,--,
1979-01-22,4.44,-11.1,-3.33,0,439.204,,,0,367.03,115.824,29.5148,
1979-01-23,6.66,-11.655,-2.4975,0,439.204,,,0,367.03,113.6904,29.6418,
1979-01-24,-2.22,-9.99,-6.105,3.81,443.014,,,0,367.03,110.3376,29.0068,
1979-01-25,-4.44,-14.43,-9.435,0,443.014,,,3.81,370.84,112.4712,29.4132,
1979-01-26,0,-17.76,-8.88,0,443.014,,,0,370.84,110.9472,29.8196,
1979-01-27,-4.44,-19.98,-12.21,0,443.014,,,0,370.84,110.0328,29.5148,
1979-01-28,-7.77,-19.98,-13.875,0.508,443.522,,,0,370.84,108.8136,28.0416,
1979-01-29,-4.995,-23.31,-14.1525,0,443.522,,,T,370.84,108.204,29.0322,
1979-01-30,-2.775,-15.54,-9.1575,5.08,448.602,,,0,370.84,107.5944,28.8798,
1979-01-31,-3.33,-12.21,-7.77,6.096,454.698,,,15.24,386.08,121.0056,30.1498,
1979-02-01,-6.66,-11.1,-8.88,9.398,464,--,--,11.43,397.5,117.9576,30.1244,
1979-02-02,-5.55,-12.765,-9.1575,2.286,466.286,,,15.24,412.74,134.4168,31.0642,
1979-02-03,1.11,-16.65,-7.77,0,466.286,,,0,412.74,128.9304,31.115,
1979-02-04,1.665,-9.435,-3.885,0,466.286,,,0,412.74,124.0536,31.3182,
1979-02-05,7.77,-11.1,-1.665,0,466.286,,,0,412.74,120.396,30.9118,
1979-02-06,8.88,-6.66,1.11,0,466.286,,,0,412.74,117.348,31.4452,
1979-02-07,6.66,-8.88,-1.11,0,466.286,,,0,412.74,115.2144,31.0388,
1979-02-08,7.77,-8.88,-0.555,0,466.286,,,0,412.74,112.4712,30.7086,
1979-02-09,--,--,#VALUE!,0,466.286,,,0,412.74,110.0328,30.8356,"Feb 9-11: Max 48 F, Min 18 F."
1979-02-10,--,--,#VALUE!,0,466.286,,,0,412.74,105.156,29.8704,"Feb 9-11: Max 48 F, Min 18 F."
1979-02-11,--,--,#VALUE!,0,466.286,,,0,412.74,104.2416,29.7688,"Feb 9-11: Max 48 F, Min 18 F."
1979-02-12,6.105,1.665,3.885,0,466.286,,,0,412.74,102.4128,29.7434,
1979-02-13,1.665,-3.33,-0.8325,59.944,526.23,,,33.02,445.76,111.8616,30.9372,
1979-02-14,0,-6.105,-3.0525,26.416,552.646,,,44.45,490.21,154.2288,39.1668,
1979-02-15,-0.555,-6.66,-3.6075,4.572,557.218,,,T,490.21,152.0952,40.1828,
1979-02-16,-2.775,-8.88,-5.8275,20.828,578.046,,,41.91,532.12,--,--,
1979-02-17,0,-8.88,-4.44,0,578.046,,,0,532.12,171.6024,43.3324,
1979-02-18,-2.22,-7.77,-4.995,33.02,611.066,,,21.59,553.71,164.592,43.1546,
1979-02-19,-2.22,-9.435,-5.8275,4.318,615.384,,,20.32,574.03,191.7192,47.5488,
1979-02-20,-1.11,-7.77,-4.44,32.512,647.896,,,16.51,590.54,184.404,46.7106,
1979-02-21,-3.885,-6.66,-5.2725,32.258,680.154,,,52.07,642.61,227.3808,53.0606,
1979-02-22,-4.44,-7.215,-5.8275,37.592,717.746,,,36.83,679.44,242.316,54.61,
1979-02-23,-3.33,-8.325,-5.8275,10.668,728.414,,,31.75,711.19,267.6144,59.5884,
1979-02-24,4.44,-9.435,-2.4975,0,728.414,,,0,711.19,--,--,
1979-02-25,3.33,-5.55,-1.11,0.508,728.922,,,0,711.19,--,--,
1979-02-26,1.11,-9.435,-4.1625,12.192,741.114,,,8.89,720.08,242.0112,60.6044,
1979-02-27,3.33,-12.21,-4.44,0,741.114,,,0,720.08,230.124,60.3758,
1979-02-28,-1.11,-6.105,-3.6075,45.72,786.834,,,22.86,742.94,228.6,60.96,
1979-03-01,-3.885,-12.765,-8.325,11.43,798,--,--,41.91,784.8,276.1488,66.7258,
1979-03-02,1.11,-14.43,-6.66,0,798,,,T,784.8,263.3472,67.2084,
1979-03-03,3.885,-3.885,0,5.842,803.842,,,8.89,793.69,259.08,--,
1979-03-04,8.88,-7.77,0.555,0,803.842,,,0,793.69,246.38,--,
1979-03-05,9.99,1.665,5.8275,0,803.842,,,0,793.69,243.84,64.3382,
1979-03-06,13.32,-1.665,5.8275,0,803.842,,,0,793.69,223.52,63.754,
1979-03-07,14.43,-2.775,5.8275,0,803.842,,,0,793.69,209.3976,63.5,
1979-03-08,12.765,-3.33,4.7175,T,803.842,,,0,793.69,202.9968,62.7634,0.01 in condensation
1979-03-09,12.21,-1.665,5.2725,0,803.842,,,0,793.69,195.9864,61.2648,
1979-03-10,13.875,-3.33,5.2725,T,803.842,,,0,793.69,189.5856,59.5884,0.01 in condensation
1979-03-11,11.655,-2.22,4.7175,0.762,804.604,,,0,793.69,182.2704,58.1914,0.03 in condensation
1979-03-12,12.21,-3.885,4.1625,0,804.604,,,0,793.69,177.6984,57.4802,
1979-03-13,11.655,-2.775,4.44,0,804.604,,,0,793.69,171.9072,56.388,
1979-03-14,8.325,-3.885,2.22,0,804.604,,,0,793.69,166.4208,54.7624,
1979-03-15,1.11,-3.885,-1.3875,25.146,829.75,,,25.4,819.09,165.8112,54.6354,
1979-03-16,-2.775,-7.77,-5.2725,6.858,836.608,,,17.78,836.87,184.7088,57.8104,
1979-03-17,3.885,-12.21,-4.1625,4.064,840.672,,,T,836.87,187.1472,58.3184,
1979-03-18,0.555,-4.995,-2.22,3.048,843.72,,,5.08,841.95,179.832,58.0898,
1979-03-19,3.885,-3.33,0.2775,2.032,845.752,,,5.08,847.03,180.1368,58.8264,
1979-03-20,5.55,-4.44,0.555,0,845.752,,,0,847.03,175.26,58.9788,
1979-03-21,3.885,-8.88,-2.4975,0,845.752,,,0,847.03,170.0784,58.166,
1979-03-22,3.885,-4.995,-0.555,1.27,847.022,,,1.27,848.3,168.8592,58.0644,
1979-03-23,6.66,-4.995,0.8325,0,847.022,,,T,848.3,168.2496,57.658,
1979-03-24,8.88,-5.55,1.665,0,847.022,,,0,848.3,165.8112,57.658,
1979-03-25,6.66,-5.55,0.555,0,847.022,,,0,848.3,160.9344,55.4482,
1979-03-26,1.11,-1.11,0,17.272,864.294,,,2.54,850.84,156.6672,55.8546,
1979-03-27,-1.11,-2.775,-1.9425,48.768,913.062,,,46.99,897.83,186.5376,60.4012,
1979-03-28,0.555,-5.55,-2.4975,8.89,921.952,,,26.67,924.5,219.1512,64.8208,
1979-03-29,0,-6.105,-3.0525,0.762,922.714,,,T,924.5,210.312,65.1256,
1979-03-30,2.775,-6.66,-1.9425,0.254,922.968,,,1.27,925.77,206.0448,64.6176,
1979-03-31,5.55,-10.545,-2.4975,0,922.968,,,0,925.77,194.7672,64.9478,
1979-04-01,5.55,-8.88,-1.665,0,923,--,--,0,925.8,187.7568,63.5762,
1979-04-02,6.105,-10.545,-2.22,0,923,,,0,925.8,181.6608,63.6524,
1979-04-03,10.545,-5.55,2.4975,0,923,,,0,925.8,177.6984,62.4586,
